id|https://www.scads.de/movieBenchmark/ontology/title|https://www.scads.de/movieBenchmark/ontology/name|http://dbpedia.org/ontology/episodeNumber|http://dbpedia.org/ontology/seasonNumber|http://dbpedia.org/ontology/deathYear|http://dbpedia.org/ontology/birthYear|https://www.scads.de/movieBenchmark/ontology/endYear|https://www.scads.de/movieBenchmark/ontology/startYear|https://www.scads.de/movieBenchmark/ontology/genre_list|https://www.scads.de/movieBenchmark/ontology/primaryProfessions|https://www.scads.de/movieBenchmark/ontology/runtimeMinutes|aggregate value
1739|Royal Partners: Part 1||33|4||||1957-01-01|Drama||30|30 1957-01-01 0 Royal Partners: Part 1 Drama 33 Royal Partners: Part 1 4
1740||Gareth Thomas|||2016-01-01|1945-01-01||||actor||actor Gareth Thomas 2016-01-01 1945-01-01
1741||Diana Errico-Topolski||||||||||Diana Errico-Topolski
1742||Buck Taylor||||1938-01-01||||actor,soundtrack,miscellaneous||1938-01-01 Buck Taylor actor,soundtrack,miscellaneous
1743||Marianna Hill||||1942-01-01||||actress,soundtrack||Marianna Hill 1942-01-01 actress,soundtrack
1744||Peter Thomas|||2020-01-01|1925-01-01||||composer,music_department,soundtrack||composer,music_department,soundtrack 2020-01-01 1925-01-01 Peter Thomas
1745||Andr? Maurois|||1967-01-01|1885-01-01||||writer||Andr? Maurois 1885-01-01 writer 1967-01-01
1746||Zoran Sruk||||||||actor||Zoran Sruk actor
1747|Pleasant Screams||3|1||||1993-01-01|Animation,Comedy,Fantasy||30|30 1 Pleasant Screams 0 Pleasant Screams Animation,Comedy,Fantasy 3 1993-01-01
1748|Justice: Part 1||13|4||||1996-01-01|Crime,Drama,Mystery|||1996-01-01 Crime,Drama,Mystery 0 13 Justice: Part 1 4 Justice: Part 1
1749||Robert Burton|||1962-01-01|1895-01-01||||actor||Robert Burton actor 1895-01-01 1962-01-01
1750||Michelle Monaghan||||1976-01-01||||actress,producer||actress,producer Michelle Monaghan 1976-01-01
1751||Richard C. Bennett|||2016-01-01|1923-01-01||||director,assistant_director,producer||Richard C. Bennett 1923-01-01 director,assistant_director,producer 2016-01-01
1752||Steven Clarke||||||||director,producer,writer||director,producer,writer Steven Clarke
1753||Fred Graham|||1979-01-01|1908-01-01||||actor,stunts,miscellaneous||1908-01-01 actor,stunts,miscellaneous Fred Graham 1979-01-01
1754||Anthony Sydes|||2015-01-01|1941-01-01||||actor,soundtrack||Anthony Sydes 1941-01-01 actor,soundtrack 2015-01-01
1755||Paul Alexandro||||||||actor,producer,writer||Paul Alexandro actor,producer,writer
1756|Episode #1.6||6|1||||1971-01-01|Drama|||1 Episode #1.6 0 Episode #1.6 Drama 6 1971-01-01
1757||Ryan Warren Smith||||1977-01-01||||production_designer,set_decorator,art_department||1977-01-01 Ryan Warren Smith production_designer,set_decorator,art_department
1758||Charlie Pearson||||||||writer,art_department||writer,art_department Charlie Pearson
1759||D.F. Miller||||||||writer||writer D.F. Miller
1760||Eustace Cockrell|||1972-01-01|1909-01-01||||writer||1972-01-01 1909-01-01 writer Eustace Cockrell
1761||Enid Bagnold|||1981-01-01|1889-01-01||||writer||Enid Bagnold writer 1981-01-01 1889-01-01
1762||Mady Rahl|||2009-01-01|1915-01-01||||actress,soundtrack||2009-01-01 Mady Rahl 1915-01-01 actress,soundtrack
1763||J?lio Ara?jo||||||||actor||J?lio Ara?jo actor
1764|Man in a Hurry||8|5||||1957-01-01|Drama||30|30 8 1957-01-01 Man in a Hurry 0 Drama 5 Man in a Hurry
1765||Dale Ishimoto|||2004-01-01|1923-01-01||||actor||actor 1923-01-01 2004-01-01 Dale Ishimoto
1766||Laura Eason||||||||writer,producer,actress||writer,producer,actress Laura Eason
1767||Estelle Winwood|||1984-01-01|1883-01-01||||actress,soundtrack||Estelle Winwood 1883-01-01 1984-01-01 actress,soundtrack
1768||Doug Glover||||1970-01-01||||cinematographer,camera_department,director||Doug Glover cinematographer,camera_department,director 1970-01-01
1769||Patricia Owens|||2000-01-01|1925-01-01||||actress||2000-01-01 actress 1925-01-01 Patricia Owens
1770||Marc Alaimo||||1942-01-01||||actor||Marc Alaimo 1942-01-01 actor
1771||James Congdon||||1929-01-01||||actor||actor 1929-01-01 James Congdon
1772|SG||||||2002-01-01|2000-01-01|Action,Animation,Comedy|||SG SG 2002-01-01 Action,Animation,Comedy 0 2000-01-01
1773||Raffaele La Capria||||1922-01-01||||writer||1922-01-01 writer Raffaele La Capria
1774||Judy George|||2006-01-01|1932-01-01||||writer||1932-01-01 writer 2006-01-01 Judy George
1775||Christopher Thornton||||1967-01-01||||actor,writer,producer||1967-01-01 actor,writer,producer Christopher Thornton
1776|The Pickle Gambit||2|9||||2017-01-01|Comedy||35|2017-01-01 35 0 2 9 Comedy The Pickle Gambit The Pickle Gambit
1777|This Is the Moment||16|6||||1959-01-01|Drama||30|30 This Is the Moment This Is the Moment 0 Drama 1959-01-01 6 16
1778||Torin Thatcher|||1981-01-01|1905-01-01||||actor,writer||actor,writer Torin Thatcher 1981-01-01 1905-01-01
1779||Enzo Provenzale|||1990-01-01|1920-01-01||||production_manager,writer,assistant_director||production_manager,writer,assistant_director Enzo Provenzale 1990-01-01 1920-01-01
1780|Bop Gun||1|2||||1994-01-01|Crime,Drama,Mystery||60|2 Bop Gun Crime,Drama,Mystery 0 1994-01-01 Bop Gun 1 60
1781|Coal Miner||18|2||||2006-01-01|Reality-TV||42|2 18 42 Reality-TV Coal Miner 0 2006-01-01 Coal Miner
1782||Judy Marshak||||||||actress||Judy Marshak actress
1783||Jean de Segonzac||||||||director,cinematographer,camera_department||director,cinematographer,camera_department Jean de Segonzac
1784||Lee Min-Ho||||1987-01-01||||actor,soundtrack||Lee Min-Ho 1987-01-01 actor,soundtrack
1785||Melissa Kramper||||||||writer||Melissa Kramper writer
1786|Policeman's Holiday||17|3||||1962-01-01|Adventure||49|Adventure Policeman's Holiday Policeman's Holiday 1962-01-01 0 49 17 3
1787|Inga II||29|2||||1955-01-01|Drama||30|2 30 Inga II 29 Inga II 0 Drama 1955-01-01
1788|The Lake||2|2||||1961-01-01|Adventure,Drama,Family||30|2 30 The Lake 0 2 The Lake Adventure,Drama,Family 1961-01-01
1789|Diana!|||||||1971-01-01|Music||60|Diana! Diana! 1971-01-01 0 Music 60
1790||Alec Willows||||1952-01-01||||actor||Alec Willows 1952-01-01 actor
1791||Maury Gertsman|||1999-01-01|1907-01-01||||cinematographer,camera_department||cinematographer,camera_department 1907-01-01 1999-01-01 Maury Gertsman
1792||Greta Chi||||1940-01-01||||actress||1940-01-01 Greta Chi actress
1793||Pete Carpenter|||1987-01-01|1914-01-01||||composer,music_department,soundtrack||Pete Carpenter composer,music_department,soundtrack 1987-01-01 1914-01-01
1794||James Douglas|||2016-01-01|1929-01-01||||actor||actor 1929-01-01 James Douglas 2016-01-01
1795||June Harding|||2019-01-01|1937-01-01||||actress||2019-01-01 actress 1937-01-01 June Harding
1796||Raymond Lam||||1979-01-01||||actor,soundtrack||Raymond Lam 1979-01-01 actor,soundtrack
1797||Agnieszka Holland||||1948-01-01||||director,writer,assistant_director||Agnieszka Holland 1948-01-01 director,writer,assistant_director
1798||Joe Bailey|||2001-01-01|1924-01-01||||actor||actor Joe Bailey 2001-01-01 1924-01-01
1799||Karl Anders||||||||writer||Karl Anders writer
1800||Reginald Denny|||1967-01-01|1891-01-01||||actor,writer,soundtrack||actor,writer,soundtrack 1891-01-01 Reginald Denny 1967-01-01
1801|Big Jim||14|2||||1954-01-01|Drama||30|2 30 1954-01-01 Big Jim 0 Big Jim Drama 14
1802|Hostage: Part 2||2|5||||1996-01-01|Crime,Drama,Mystery|||1996-01-01 Crime,Drama,Mystery 0 2 5 Hostage: Part 2 Hostage: Part 2
1803||Patricia Iannone||||||||actress||Patricia Iannone actress
1804|Joe Pera Talks You to Sleep|||||||2016-01-01|Animation,Comedy,Short||12|Joe Pera Talks You to Sleep 2016-01-01 12 Animation,Comedy,Short 0 Joe Pera Talks You to Sleep
1805||Oleg Tabakov|||2018-01-01|1935-01-01||||actor,director,assistant_director||actor,director,assistant_director 1935-01-01 2018-01-01 Oleg Tabakov
1806||David Sundin||||1976-01-01||||writer,actor,producer||writer,actor,producer 1976-01-01 David Sundin
1807|The Big Shot||14|1||||1960-01-01|Adventure,Drama,Family||30|30 1 1960-01-01 0 The Big Shot Adventure,Drama,Family The Big Shot 14
1808||Gene Polito|||2010-01-01|1918-01-01||||cinematographer,camera_department||cinematographer,camera_department 2010-01-01 Gene Polito 1918-01-01
1809||Suzanne Pleshette|||2008-01-01|1937-01-01||||actress,soundtrack||Suzanne Pleshette 1937-01-01 actress,soundtrack 2008-01-01
1810|Doesn't Everybody?||24|8||||1961-01-01|Drama||30|30 0 Doesn't Everybody? 24 Drama 8 Doesn't Everybody? 1961-01-01
1811||Aly Wassil||||1930-01-01||||actor||actor 1930-01-01 Aly Wassil
1812||Richard Kind||||1956-01-01||||actor,writer,soundtrack||actor,writer,soundtrack 1956-01-01 Richard Kind
1813||F.W. Durkee||||||||writer||writer F.W. Durkee
1814|It Happening One Night||6|6||||2016-01-01|Action,Adventure,Animation||22|It Happening One Night Action,Adventure,Animation 2016-01-01 22 0 It Happening One Night 6 6
1815||Richard Donner||||1930-01-01||||director,producer,actor||1930-01-01 director,producer,actor Richard Donner
1816||Stephen Lord|||2012-01-01|1926-01-01||||writer,producer,director||2012-01-01 1926-01-01 writer,producer,director Stephen Lord
1817||Lindsey Hermer-Bell||||||||production_designer,art_department,art_director||Lindsey Hermer-Bell production_designer,art_department,art_director
1818||Victoria Thaine||||||||actress,director,writer||actress,director,writer Victoria Thaine
1819||Pepa L?pez||||||||actress||Pepa L?pez actress
1820||Ari Magder|||2012-01-01|1983-01-01||||actor||1983-01-01 actor 2012-01-01 Ari Magder
1821||Julian Glover||||1935-01-01||||actor||1935-01-01 actor Julian Glover
1822||Gerhard Riedmann|||2004-01-01|1925-01-01||||actor,soundtrack||actor,soundtrack 2004-01-01 1925-01-01 Gerhard Riedmann
1823||Herbert Fleischmann|||1984-01-01|1925-01-01||||actor||Herbert Fleischmann actor 1984-01-01 1925-01-01
1824|The Wedding||29|8||||1961-01-01|Drama||30|30 29 0 The Wedding Drama 8 The Wedding 1961-01-01
1825|Blood Ties: Part 1||1|6||||1997-01-01|Crime,Drama,Mystery|||Blood Ties: Part 1 Crime,Drama,Mystery 0 1997-01-01 1 Blood Ties: Part 1 6
1826|Tigress by the Tail||30|1||||1963-01-01|Drama,Sport,Western||60|1 Tigress by the Tail Drama,Sport,Western 30 0 Tigress by the Tail 1963-01-01 60
1827||Richard Frankel||||||||producer,miscellaneous,manager||producer,miscellaneous,manager Richard Frankel
1828||Dana Ivey||||1941-01-01||||actress,soundtrack||Dana Ivey 1941-01-01 actress,soundtrack
1829||William Campbell|||2011-01-01|1923-01-01||||actor||actor William Campbell 2011-01-01 1923-01-01
1830||Stanley Clements|||1981-01-01|1926-01-01||||actor,writer||actor,writer Stanley Clements 1926-01-01 1981-01-01
1831|Imperfect Balance||17|4||||1956-01-01|Drama||30|30 Imperfect Balance 0 Drama 1956-01-01 17 Imperfect Balance 4
1832||Susan Marcus||||||||writer||writer Susan Marcus
1833||Keith Silverstein||||1970-01-01||||actor,sound_department,miscellaneous||actor,sound_department,miscellaneous 1970-01-01 Keith Silverstein
1834|FLCL||||||2018-01-01|2000-01-01|Action,Animation,Comedy||151|FLCL 151 Action,Animation,Comedy 0 FLCL 2018-01-01 2000-01-01
1835|Myths & Monsters|||||||2017-01-01|Documentary,Fantasy||42|Myths & Monsters Myths & Monsters 2017-01-01 Documentary,Fantasy 42 0
1836||Daniel Sackheim||||||||producer,director,editorial_department||Daniel Sackheim producer,director,editorial_department
1837|1976: O Ano da Invas?o Corinthiana|||||||2016-01-01|Documentary||94|1976: O Ano da Invas?o Corinthiana 1976: O Ano da Invas?o Corinthiana 2016-01-01 Documentary 94 0
1838|Chapter 50||11|4||||2016-01-01|Drama||52|52 2016-01-01 Chapter 50 Chapter 50 0 Drama 11 4
1839||Davis Roberts|||1993-01-01|1917-01-01||||actor||1993-01-01 1917-01-01 actor Davis Roberts
1840|Chapter 61||9|5||||2017-01-01|Drama||54|9 54 2017-01-01 Chapter 61 Chapter 61 0 Drama 5
1841|The Bandit|||||||1996-01-01|Crime,Drama,Thriller||128|128 Crime,Drama,Thriller 1996-01-01 Eskiya The Bandit 0
1842||Atsuhiro Iwakami||||||||producer,miscellaneous||producer,miscellaneous Atsuhiro Iwakami
1843||Sally Lindsay||||1973-01-01||||actress,writer,soundtrack||Sally Lindsay 1973-01-01 actress,writer,soundtrack
1844|Prisoner's Base: Part 2||5|1||||2001-01-01|Action,Drama,Mystery|||2001-01-01 1 Prisoner's Base: Part 2 0 Action,Drama,Mystery 5 Prisoner's Base: Part 2
1845|The Lady in the Fish Bowl||9|7||||1959-01-01|Drama||30|30 9 The Lady in the Fish Bowl 0 Drama The Lady in the Fish Bowl 1959-01-01 7
1846|Stable Mates||15|2||||1962-01-01|Adventure,Drama,Family||30|2 30 Stable Mates 1962-01-01 0 Stable Mates 15 Adventure,Drama,Family
1847|Penguin Keeper||24|2||||2006-01-01|Reality-TV||44|2 Penguin Keeper Reality-TV 44 Penguin Keeper 0 24 2006-01-01
1848||Gesualdo Bufalino|||1996-01-01|1920-01-01||||writer||1996-01-01 Gesualdo Bufalino 1920-01-01 writer
1849||Lori Martin|||2010-01-01|1947-01-01||||actress||2010-01-01 actress Lori Martin 1947-01-01
1850||Craig Anton||||1962-01-01||||actor,writer,producer||1962-01-01 actor,writer,producer Craig Anton
1851||Geraldine Brooks|||1977-01-01|1925-01-01||||actress||Geraldine Brooks 1977-01-01 actress 1925-01-01
1852||Corey Allen|||2010-01-01|1934-01-01||||director,actor,writer||2010-01-01 Corey Allen director,actor,writer 1934-01-01
1853||Leo Martinez||||||||actor,director,writer||Leo Martinez actor,director,writer
1854||Parker Fennelly|||1988-01-01|1891-01-01||||actor||1988-01-01 actor 1891-01-01 Parker Fennelly
1855|Cubby House||18|1||||2016-01-01|Animation,Comedy,Family|||1 Cubby House 18 2016-01-01 Animation,Comedy,Family 0 Cubby House
1856||Campbell Scott||||1961-01-01||||actor,producer,director||actor,producer,director Campbell Scott 1961-01-01
1857|Day of Rest||29|5||||1958-01-01|Drama||30|30 Day of Rest 29 0 Day of Rest Drama 1958-01-01 5
1858||Horst Hennicke||||||||production_designer,director,art_director||production_designer,director,art_director Horst Hennicke
1859|Assassinanny 911||3|2||||2006-01-01|Action,Adventure,Animation||22|2 Action,Adventure,Animation 22 Assassinanny 911 Assassinanny 911 0 2006-01-01 3
1860||Alisattar Atakishiyev|||1998-01-01|1906-01-01||||cinematographer,director,writer||1906-01-01 cinematographer,director,writer Alisattar Atakishiyev 1998-01-01
1861|Vivre Sa Vie|||||||1962-01-01|Drama||80|Drama Vivre sa vie: Film en douze tableaux 80 Vivre Sa Vie 1962-01-01 0
1862||Stephen Cross||||||||editor,director,writer||Stephen Cross editor,director,writer
1863||Geoffrey Toone|||2005-01-01|1910-01-01||||actor||actor 1910-01-01 Geoffrey Toone 2005-01-01
1864|Arctic|||||||2011-01-01|Documentary||60|Arctic Arctic Documentary 2011-01-01 0 60
1865|The Derelict||5|1||||1959-01-01|Adventure||60|1 Adventure 0 1959-01-01 The Derelict 5 60 The Derelict
1866||Yoshito Mikan||||||||director||director Yoshito Mikan
1867||Youssef Assad||||||||actor||Youssef Assad actor
1868||Steve Smith||||||||||Steve Smith
1869||Camille Franklin||||||||actress,miscellaneous||actress,miscellaneous Camille Franklin
1870||James Lasome||||||||producer||producer James Lasome
1871||John Hodiak|||1955-01-01|1914-01-01||||actor||1955-01-01 actor John Hodiak 1914-01-01
1872||Willy Sedler||||||||cinematographer,director||Willy Sedler cinematographer,director
1873||Dan O'Herlihy|||2005-01-01|1919-01-01||||actor,art_department||1919-01-01 Dan O'Herlihy 2005-01-01 actor,art_department
1874||Dagmar Altrichter|||2010-01-01|1924-01-01||||actress,miscellaneous||2010-01-01 actress,miscellaneous Dagmar Altrichter 1924-01-01
1875||Robin Kingsland||||||||writer,script_department,miscellaneous||Robin Kingsland writer,script_department,miscellaneous
1876||Michael Haley||||1942-01-01||||assistant_director,actor,producer||1942-01-01 assistant_director,actor,producer Michael Haley
1877||Amelia Bullmore||||1964-01-01||||actress,writer||Amelia Bullmore actress,writer 1964-01-01
1878|Nelson Algren Live|||||||2016-01-01|Documentary||77|2016-01-01 Documentary 77 Nelson Algren Live Nelson Algren Live 0
1879||Stojan 'Stole' Arandjelovic|||1993-01-01|1930-01-01||||actor||1993-01-01 actor 1930-01-01 Stojan 'Stole' Arandjelovic
1880||Fifi D'Orsay|||1983-01-01|1904-01-01||||actress,soundtrack||1983-01-01 actress,soundtrack Fifi D'Orsay 1904-01-01
1881||Carleton G. Young|||1971-01-01|1907-01-01||||actor||1971-01-01 actor 1907-01-01 Carleton G. Young
1882|Sharpe's Enemy|||||||1994-01-01|Adventure||90|1994-01-01 Adventure Sharpe's Enemy 90 Sharpe's Enemy 0
1883||Anne Helm||||1938-01-01||||actress||1938-01-01 Anne Helm actress
1884|Errand of Mercy||32|2||||1961-01-01|Adventure||60|2 Adventure Errand of Mercy 0 32 1961-01-01 Errand of Mercy 60
1885|Past Tense||11|1||||2004-01-01|Action,Adventure,Animation||22|2004-01-01 Past Tense 1 Action,Adventure,Animation 22 0 Past Tense 11
1886||Peter Feldman||||||||miscellaneous,production_manager,producer||Peter Feldman miscellaneous,production_manager,producer
1887||Jakob Verbruggen||||||||director,producer,casting_department||Jakob Verbruggen director,producer,casting_department
1888||Ilse Radtke||||||||editor||Ilse Radtke editor
1889||Cecil Kellaway|||1973-01-01|1890-01-01||||actor,soundtrack,writer||1890-01-01 1973-01-01 Cecil Kellaway actor,soundtrack,writer
1890|The Happy Widow||10|6||||1958-01-01|Drama||30|30 0 Drama The Happy Widow 10 6 1958-01-01 The Happy Widow
1891||Stephen Gyllenhaal||||1949-01-01||||director,writer,producer||1949-01-01 director,writer,producer Stephen Gyllenhaal
1892||Thomas Mitchell|||1962-01-01|1892-01-01||||actor,writer,soundtrack||Thomas Mitchell actor,writer,soundtrack 1892-01-01 1962-01-01
1893||Ha Na Park||||||||actress||actress Ha Na Park
1894|The Case of Mrs. Bannister||23|2||||1955-01-01|Drama||30|2 30 The Case of Mrs. Bannister 0 23 Drama The Case of Mrs. Bannister 1955-01-01
1895|The Black Swan||7|7||||2009-01-01|Comedy||29|The Black Swan 7 0 The Black Swan 29 7 Comedy 2009-01-01
1896||Kamalakara Kameshwara Rao|||1999-01-01|1911-01-01||||director,assistant_director,writer||1911-01-01 director,assistant_director,writer Kamalakara Kameshwara Rao 1999-01-01
1897||Alma Beltran|||2007-01-01|1919-01-01||||actress,miscellaneous||Alma Beltran 1919-01-01 actress,miscellaneous 2007-01-01
1898||Mike Feraro||||||||actor,assistant_director,producer||actor,assistant_director,producer Mike Feraro
1899||Barry Levinson||||1942-01-01||||producer,writer,director||1942-01-01 producer,writer,director Barry Levinson
1900||Richard Robinson||||||||actor,miscellaneous,art_department||actor,miscellaneous,art_department Richard Robinson
1901||Peter Coulson||||1942-01-01||||editor,director,writer||1942-01-01 Peter Coulson editor,director,writer
1902||Paul Brinegar|||1995-01-01|1917-01-01||||actor,soundtrack||1917-01-01 1995-01-01 actor,soundtrack Paul Brinegar
1903||Dominique De Leon||||||||actor||actor Dominique De Leon
1904||Jo Brand||||1957-01-01||||writer,actress,producer||Jo Brand writer,actress,producer 1957-01-01
1905|Death Do Us Part||9|1||||1962-01-01|Adventure|||9 1 Adventure Death Do Us Part 1962-01-01 0 Death Do Us Part
1906||Christopher Dark|||1971-01-01|1920-01-01||||actor||1971-01-01 actor Christopher Dark 1920-01-01
1907|The Big Surf||9|2||||1960-01-01|Adventure||49|2 9 Adventure The Big Surf 1960-01-01 0 49 The Big Surf
1908||Hugh Lawrence|||1969-01-01|1923-01-01||||actor||actor Hugh Lawrence 1923-01-01 1969-01-01
1909||John Paxton|||1985-01-01|1911-01-01||||writer,producer||1985-01-01 writer,producer 1911-01-01 John Paxton
1910||Stefan Pejchev|||1979-01-01|1905-01-01||||actor||actor 1905-01-01 1979-01-01 Stefan Pejchev
1911||Gene Chruszcz||||||||||Gene Chruszcz
1912||Adeyto||||1977-01-01||||actress,director,camera_department||actress,director,camera_department 1977-01-01 Adeyto
1913||Maria Shopova||||||||actress||Maria Shopova actress
1914||Bijibal||||||||composer,soundtrack,music_department||composer,soundtrack,music_department Bijibal
1915||Barry Flatman||||||||actor||actor Barry Flatman
1916||Joseph Laitin||||||||writer||Joseph Laitin writer
1917|Episode #5/Episode #6||3|1||||1995-01-01|Action,Adventure,Animation||13|1 Action,Adventure,Animation Episode #5/Episode #6 13 0 1995-01-01 Episode #5/Episode #6 3
